id,ad,tur,kategori,enlem,boylam,rakim_m,il_plaka
10015026,Biçare Dağı,Dağ,DAG_VE_TEPE,39.34514,38.88927,3271,24
10248914,Kırklar Tepesi,Tepe,DAG_VE_TEPE,40.53406,40.58709,3271,53
312236,Hel Tepe,Dağ,DAG_VE_TEPE,39.4958,39.68621,3270,24
315385,Erdağı,Dağ,DAG_VE_TEPE,37.37225,43.34005,3270,70
324285,Aladağlar Milli Parkı,Milli Park / Tabiat Parkı,ORMAN_VE_KORUMA_ALANI,37.73333,35.15,3263,73
12362315,Özpınar Dağı,Dağ,DAG_VE_TEPE,37.35572,44.25018,3260,70
439009,Gora Kukhitala,Dağ,DAG_VE_TEPE,37.8825,43.1825,3258,65
309089,Karınaza Tepesi,Tepe,DAG_VE_TEPE,37.81355,43.0964,3257,65
312495,Hasan Dağı,Dağ,DAG_VE_TEPE,38.12686,34.16499,3256,75
301939,Samur Dağı,Dağ,DAG_VE_TEPE,37.37748,43.60628,3253,70
10201771,Aşıkdede Tepesi,Tepe,DAG_VE_TEPE,40.02488,43.19993,3252,84
10249048,Parmak Tepesi,Tepe,DAG_VE_TEPE,40.8174,41.05487,3251,53
12459129,Varegöle Tepesi,Tepe,DAG_VE_TEPE,37.80488,43.75524,3250,65
12433321,Kervan Gölü,Göl,SU_KUTLESI,37.5003,44.05886,3249,70
12369139,Sümbüllü Tepesi,Dağ,DAG_VE_TEPE,37.35594,43.90003,3245,70
324279,Ala Dağlar,Sıradağlar,DAG_VE_TEPE,39.30783,43.61039,3240,00
10249053,Yıldırımkaya Tepesi,Tepe,DAG_VE_TEPE,40.73418,41.05601,3240,25
6970118,Hasanbeşir Tepesi,Tepe,DAG_VE_TEPE,38.22734,42.80975,3237,65
6970136,Mevzi Dağı,Dağ,DAG_VE_TEPE,38.19272,43.32035,3235,65
12368562,Günbaşı Dağı,Dağ,DAG_VE_TEPE,37.45102,43.87327,3234,70
304541,Merkez Dağı,Dağ,DAG_VE_TEPE,37.90112,43.88239,3230,65
296084,Yurt Dağı,Dağ,DAG_VE_TEPE,37.70374,43.26123,3228,80
751766,Aşağı Dağ,Dağ,DAG_VE_TEPE,40.02599,43.20021,3228,84
10249006,Dilek Dağı,Tepe,DAG_VE_TEPE,40.74425,41.0455,3227,53
12459175,Şıhsız Tepe,Tepe,DAG_VE_TEPE,37.78572,43.60252,3227,65
306875,Koçbaşı Tepe,Dağ,DAG_VE_TEPE,39.41667,43.35,3224,04
308965,Kartal Tepe,Dağ,DAG_VE_TEPE,38.15,43.28333,3220,65
300134,Sünbül Dağı,Dağ,DAG_VE_TEPE,37.53349,43.80516,3219,70
307554,Kırkşehit Tepe,Zirve / Doruk,DAG_VE_TEPE,38.95,42.83333,3219,13
317183,Demirkazık Tepe,Tepe,DAG_VE_TEPE,37.8167,35.1667,3219,38
741599,Mescit Tepesi,Dağ,DAG_VE_TEPE,40.37084,41.18846,3218,25
438589,Çimenlik Tepesi,Dağ,DAG_VE_TEPE,37.95611,42.83833,3215,74
323932,Altın Dağları,Sıradağlar,DAG_VE_TEPE,37.53,43.267,3211,80
304605,Mengene Dağı,Dağ,DAG_VE_TEPE,38.22608,44.01911,3209,65
10249105,Mescit Dağları,Sıradağlar,DAG_VE_TEPE,40.37072,41.18877,3209,25
11192747,Velibey Tepesi,Tepe,DAG_VE_TEPE,39.20982,43.52351,3208,65
10015066,Mercan Dağları,Sıradağlar,DAG_VE_TEPE,39.42903,39.06482,3207,62
738178,Verçenik Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.7,40.93333,3206,53
306818,Koç Tepesi,Dağ,DAG_VE_TEPE,37.61667,43.61667,3204,70
10926666,Melendiz Dağı,Dağ,DAG_VE_TEPE,38.12738,34.166,3203,75
304069,Gora Mamemusa,Dağ,DAG_VE_TEPE,37.74611,43.1425,3202,65
305094,Leyzak Tepesi,Zirve / Doruk,DAG_VE_TEPE,37.70566,43.47612,3202,80
438683,Siyah Tepe,Dağ,DAG_VE_TEPE,37.88389,43.21028,3199,65
318895,Aylini Tepesi,Zirve / Doruk,DAG_VE_TEPE,37.88833,43.10917,3197,65
6970132,Karlıdağ,Dağ,DAG_VE_TEPE,38.07312,43.14911,3195,65
10249009,Kızılkaya Tepesi,Tepe,DAG_VE_TEPE,40.87481,41.03001,3193,53
742310,Kükürt Tepesi,Zirve / Doruk,DAG_VE_TEPE,41.11667,41.45,3192,08
299363,Tendürek Dağı,Dağ,DAG_VE_TEPE,39.35533,43.86875,3190,04
10015065,Gedik Tepe,Tepe,DAG_VE_TEPE,39.42903,39.06343,3190,62
12428202,Göleman Tepesi,Dağ,DAG_VE_TEPE,37.73429,43.55964,3189,70
12362312,Kırmızıtaş Gölü,Göl,SU_KUTLESI,37.3181,44.26805,3184,70
745486,Hunut Dağı,Dağ,DAG_VE_TEPE,40.78333,41.1,3182,53
10006985,Kızılcaziyaret Dağı,Dağ,DAG_VE_TEPE,39.93599,43.41911,3177,88
9806557,Gebri Dağı,Dağ,DAG_VE_TEPE,37.37735,43.84756,3175,70
10331030,Dağkale Tepesi,Tepe,DAG_VE_TEPE,39.3582,41.3835,3174,25
748180,Devedağı Tepesi,Tepe,DAG_VE_TEPE,40.56401,41.33378,3173,25
314867,Gare Dağı,Dağ,DAG_VE_TEPE,37.33827,43.81424,3172,70
438835,Kelmehmet Dağı,Dağ,DAG_VE_TEPE,37.51187,42.91262,3171,80
12468024,Sesu Tepesi,Dağ,DAG_VE_TEPE,38.01926,43.92035,3168,65
303737,Köprütaşı Tepesi,Tepe,DAG_VE_TEPE,37.78396,43.2945,3166,65
738192,Velibaba Tepesi,Dağ,DAG_VE_TEPE,40.39821,41.08179,3166,25
309981,Kara Dağ,Dağ,DAG_VE_TEPE,37.16598,44.52638,3165,70
737029,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,41.3688,42.03934,3159,08
12280435,Kaçkar Dağları Milli Parkı,Doğa Koruma Alanı / Rezerv,ORMAN_VE_KORUMA_ALANI,40.80031,41.20417,3158,00
323077,Aslankaraş Tepe,Zirve / Doruk,DAG_VE_TEPE,37.63561,44.5571,3156,70
10331011,Büyükejder Tepesi,Tepe,DAG_VE_TEPE,39.83313,41.30252,3153,25
10331012,Karasu - Aras Dağları,Sıradağlar,DAG_VE_TEPE,39.83296,41.30254,3153,25
295797,Zor Dağ,Dağ,DAG_VE_TEPE,39.73372,43.90553,3152,04
309280,Karataş Tepesi,Dağ,DAG_VE_TEPE,38.11815,43.54771,3149,65
438637,Gülin Tepesi,Tepe,DAG_VE_TEPE,37.889,43.11077,3147,65
749085,Cimil Dağı,Dağ,DAG_VE_TEPE,40.63333,40.88333,3146,25
6970139,Çelesor Tepesi,Tepe,DAG_VE_TEPE,38.07262,43.54078,3144,65
9807312,Yalın Dağ,Dağ,DAG_VE_TEPE,37.83833,43.46889,3144,65
438659,Çalyan Tepe,Dağ,DAG_VE_TEPE,37.78194,43.39333,3139,65
306620,Başak Dağı,Dağ,DAG_VE_TEPE,37.40667,43.31889,3137,70
319224,Çat Dağı,Dağ,DAG_VE_TEPE,38.28095,43.54828,3136,65
746296,Güngörmez Dağı,Dağ,DAG_VE_TEPE,40.82302,41.39576,3136,08
305638,Küp Dağı,Dağ,DAG_VE_TEPE,37.78205,43.95524,3135,70
746531,Göze Dağı,Dağ,DAG_VE_TEPE,41.39203,42.52018,3131,08
320326,Busindi Dağı,Zirve / Doruk,DAG_VE_TEPE,37.45211,43.41534,3127,70
321080,Bingöl Dağları,Sıradağlar,DAG_VE_TEPE,39.35931,41.38377,3127,25
752242,Ala Dağ,Dağ,DAG_VE_TEPE,40.18405,42.83631,3125,84
438658,Tirsin Tepesi,Tepe,DAG_VE_TEPE,37.82553,43.29227,3124,65
320054,Çadır Dağı,Dağ,DAG_VE_TEPE,38.24683,43.12472,3122,65
742152,Kurt Dağı,Dağ,DAG_VE_TEPE,41.05379,41.6356,3119,08
302734,Perili Dağı,Dağ,DAG_VE_TEPE,39.89266,43.43244,3117,88
438483,Keçilik Dağı,Dağ,DAG_VE_TEPE,37.45349,43.37666,3117,70
12536532,Hoşmihal Tepesi,Dağ,DAG_VE_TEPE,37.52722,42.91121,3117,80
10249115,Sineklikaya Tepesi,Tepe,DAG_VE_TEPE,40.33433,41.23377,3116,25
296153,Yumru Dağı,Dağ,DAG_VE_TEPE,38.30234,44.07829,3112,65
750297,Bulut Dağlar,Sıradağlar,DAG_VE_TEPE,40.89996,41.19181,3112,53
752086,Allahüekber Dağları,Sıradağlar,DAG_VE_TEPE,40.56934,42.5313,3112,00
11192739,Gül Tepe,Tepe,DAG_VE_TEPE,39.27217,43.62468,3112,04
750556,Boğa Tepesi,Dağ,DAG_VE_TEPE,41.18391,41.44945,3110,08
752085,Allahuekber Tepesi,Tepe,DAG_VE_TEPE,40.56823,42.53102,3110,25
10912534,Kekrecik Dağı,Dağ,DAG_VE_TEPE,37.32665,34.47066,3110,71
10201708,Güllü Dağları,Sıradağlar,DAG_VE_TEPE,40.18322,42.83604,3109,84
738930,Tekfur Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.8,40.85,3106,53
10015352,Soğanlı Dağlar,Sıradağlar,DAG_VE_TEPE,40.54955,40.55774,3105,77
12458755,Yün Dağı,Tepe,DAG_VE_TEPE,37.92896,43.68854,3104,65
306352,Köse Dağı,Dağ,DAG_VE_TEPE,39.9,42.65,3102,04
10912533,Türbe Tepe,Tepe,DAG_VE_TEPE,37.37647,34.48151,3101,71
314015,Göltepeleri,Dağ,DAG_VE_TEPE,39.5,39.16667,3100,24
310714,Kalemürük Tepesi,Dağ,DAG_VE_TEPE,37.83556,43.4725,3097,65
10014970,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,39.28319,38.72593,3097,24
13426381,Avcı Dağları,Sıradağlar,DAG_VE_TEPE,39.49403,39.68623,3097,24
10249084,Çivilikaya Tepesi,Tepe,DAG_VE_TEPE,40.32544,41.1671,3096,25
743334,Kılıç Dağı,Dağ,DAG_VE_TEPE,40.52171,38.15349,3094,28
749270,Cermaniman Tepesi,Dağ,DAG_VE_TEPE,40.75,40.88333,3094,53
10912529,Meydan Dağı,Dağ,DAG_VE_TEPE,37.31432,34.20318,3093,71
438697,Calaban Dağı,Dağ,DAG_VE_TEPE,37.80278,43.45806,3092,65
12362308,Orta Tepe,Tepe,DAG_VE_TEPE,37.37719,44.67385,3090,70
12432104,Belmerit Tepesi,Dağ,DAG_VE_TEPE,37.59831,43.60858,3090,70
314997,Fekrik Dağı,Dağ,DAG_VE_TEPE,39.38333,38.96667,3089,24
310523,Beşgöze Dağı,Tepe,DAG_VE_TEPE,37.95011,42.92659,3082,65
12362319,Şınna Tepesi,Dağ,DAG_VE_TEPE,37.38119,44.17681,3082,70
324280,Aladağlar,Sıradağlar,DAG_VE_TEPE,37.91667,35.21667,3080,00
310164,Karaca Dağı,Dağ,DAG_VE_TEPE,37.68629,43.11241,3077,80
302553,Pirreşit Dağı,Dağ,DAG_VE_TEPE,38.92424,43.86945,3075,65
748617,Davut Dağı,Dağ,DAG_VE_TEPE,40.82591,41.3213,3073,08
10201753,Kuş Tepesi,Tepe,DAG_VE_TEPE,40.97375,43.07164,3073,86
6970130,Güçarı Dağı,Dağ,DAG_VE_TEPE,38.20803,43.15229,3071,65
10201752,Kapudağı Tepesi,Tepe,DAG_VE_TEPE,40.01377,43.06076,3069,84
309371,Karasakal Dağları,Sıradağlar,DAG_VE_TEPE,39.35208,39.64734,3067,62
10248975,Nevşe Dağı,Tepe,DAG_VE_TEPE,40.57156,40.79126,3067,25
747963,Doğukaradeniz Dağları,Sıradağlar,DAG_VE_TEPE,40.71667,40.95,3064,00
744209,Karakuş Tepesi,Tepe,DAG_VE_TEPE,40.01667,43.13333,3062,84
12430738,Aktepe,Dağ,DAG_VE_TEPE,37.67567,43.62514,3062,70
6970148,Bincevan Dağı,Dağ,DAG_VE_TEPE,38.21927,43.96418,3058,65
10248965,Atdağı,Dağ,DAG_VE_TEPE,40.60961,40.79254,3057,25
11232179,Çorakbaşı Tepesi,Dağ,DAG_VE_TEPE,41.07611,41.35867,3057,53
10249121,Eğerli Tepe,Tepe,DAG_VE_TEPE,40.23683,41.25627,3055,25
9806582,Domuz Tepesi,Tepe,DAG_VE_TEPE,37.38956,44.31734,3054,70
11192788,Dumanlıdağ Tepesi,Tepe,DAG_VE_TEPE,39.1544,44.18422,3054,65
10140734,Mikelecasus Tepesi,Tepe,DAG_VE_TEPE,38.14169,42.89202,3053,65
315527,Kartalgölü Tepesi,Tepe,DAG_VE_TEPE,37.36714,43.39066,3052,70
320760,Çalyan Tepe,Dağ,DAG_VE_TEPE,37.36988,43.72129,3052,70
744982,Kabak Dağı,Dağ,DAG_VE_TEPE,40.70351,42.77631,3052,84
6970120,İhtiyarşahap Dağları,Sıradağlar,DAG_VE_TEPE,38.15,42.9,3052,65
10249078,Kale Tepesi,Tepe,DAG_VE_TEPE,40.43739,41.1471,3052,25
10249125,Altıparmak Dağı,Dağ,DAG_VE_TEPE,40.95746,41.24452,3052,08
312889,Hakkâri Dağları,Sıradağlar,DAG_VE_TEPE,37.77339,43.83448,3050,00
738537,Tuzlu Tepesi,Tepe,DAG_VE_TEPE,41.05941,41.56423,3049,08
295821,Ziyarettepeleri,Sıradağlar,DAG_VE_TEPE,39.38576,39.08126,3047,62
752654,Akbaba Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.16127,40.81376,3047,25
747670,Eğripınar Tepesi,Zirve / Doruk,DAG_VE_TEPE,41.11785,42.25682,3046,08
313721,Gülizar Tepe,Dağ,DAG_VE_TEPE,39.38561,43.80891,3045,04
12362202,Cami Tepesi,Dağ,DAG_VE_TEPE,37.20059,44.57712,3044,70
12422461,Talın Tepesi,Dağ,DAG_VE_TEPE,37.72549,44.23983,3044,70
296698,Yıldız Tepe,Dağ,DAG_VE_TEPE,37.80622,43.84147,3043,65
298938,Torasan Dağı,Dağ,DAG_VE_TEPE,37.8,35.2,3042,38
308141,Keklik Dağı,Dağ,DAG_VE_TEPE,38.15,43.91667,3042,65
743167,Kırklar Tepesi,Dağ,DAG_VE_TEPE,40.53846,40.58504,3042,53
10330922,Tavşan Tepesi,Tepe,DAG_VE_TEPE,39.76182,41.19043,3042,25
752657,Akbaba Dağı,Dağ,DAG_VE_TEPE,40.16016,40.81348,3041,25
314764,Geçit Tepesi,Tepe,DAG_VE_TEPE,37.58665,43.38281,3038,80
320083,Buzkaya Dağı,Dağ,DAG_VE_TEPE,38.95,42.81667,3035,04
324210,Alandaş Dağı,Dağ,DAG_VE_TEPE,37.78111,43.10972,3033,65
303762,Nurhak Dağları,Dağ,DAG_VE_TEPE,38.0281,37.48559,3032,46
12474118,Varalavij Tepesi,Dağ,DAG_VE_TEPE,38.2142,43.02423,3028,65
742029,Kuşdağı,Dağ,DAG_VE_TEPE,40.4,41.08333,3027,25
308709,Kavuşşahapdağı Tepe,Dağ,DAG_VE_TEPE,38.05,42.95,3024,65
12255437,Kaçkar Dağları,Sıradağlar,DAG_VE_TEPE,41.02609,41.32081,3024,00
322958,Avcı Dağları,Sıradağlar,DAG_VE_TEPE,39.45561,39.58562,3023,00
12468025,Kivankuder Tepesi,Dağ,DAG_VE_TEPE,38.01686,43.81231,3023,65
12536521,Hoca Tepesi,Tepe,DAG_VE_TEPE,37.53424,42.91027,3023,80
12474510,Süreyim Tepesi,Tepe,DAG_VE_TEPE,38.10551,42.98712,3022,65
321285,Bey Dağı,Dağ,DAG_VE_TEPE,38.29196,36.05134,3020,38
6611267,Şişol Dağı,Dağ,DAG_VE_TEPE,37.67852,44.28819,3020,70
10015207,Karakaya Dağı,Dağ,DAG_VE_TEPE,39.7032,39.94929,3020,24
309958,Köhnem Dağı,Dağ,DAG_VE_TEPE,39.74265,39.20761,3019,24
10201646,Tombul Tepe,Tepe,DAG_VE_TEPE,40.65406,42.67353,3019,84
302080,Şakşak Tepesi,Dağ,DAG_VE_TEPE,39.52863,41.09573,3018,25
308373,Keçel Dağı,Dağ,DAG_VE_TEPE,38.88768,42.81631,3018,13
749695,Çaşurluk Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.63333,40.91667,3018,25
10249077,Günbaşı Tepesi,Tepe,DAG_VE_TEPE,40.74156,41.14182,3018,25
306601,Könem Dağı,Sıradağlar,DAG_VE_TEPE,39.74149,39.20762,3016,24
319871,Çakmak Dağı,Dağ,DAG_VE_TEPE,39.76015,42.21491,3016,25
744423,Tornik Dağı,Dağ,DAG_VE_TEPE,40.58645,41.4316,3016,25
324326,Alacabük Dağı,Dağ,DAG_VE_TEPE,38.41179,42.7777,3014,65
324513,Akpınar Tepesi,Tepe,DAG_VE_TEPE,39.73906,43.90539,3013,04
303694,Odun Tepe,Tepe,DAG_VE_TEPE,37.14015,44.47569,3012,70
750118,Çadır Dağı,Dağ,DAG_VE_TEPE,41.11526,42.25981,3012,08
10249026,Karaçelle Tepesi,Tepe,DAG_VE_TEPE,40.64088,40.90181,3012,25
10140729,Gülkesti Dağı,Dağ,DAG_VE_TEPE,38.14409,43.26408,3011,65
10015071,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,39.38292,39.07594,3005,62
438660,Çalyan Gölü,Göl,SU_KUTLESI,37.78483,43.38883,3003,65
744264,Karakaya Tepe,Dağ,DAG_VE_TEPE,40.51667,40.35,3003,77
6610994,Güven Dağı,Dağ,DAG_VE_TEPE,38.32901,44.11079,3003,65
438933,Kelukimisbah,Sıradağlar,DAG_VE_TEPE,37.45694,43.30667,3001,80
12468070,Sert Tepe,Dağ,DAG_VE_TEPE,38.22906,44.34976,3000,65
297222,Yeltepe Dağı,Dağ,DAG_VE_TEPE,38.02014,43.4665,2998,65
307556,Çakıcan Dağı,Dağ,DAG_VE_TEPE,37.23333,34.25,2998,71
11525385,Kızıldağ,Dağ,DAG_VE_TEPE,39.92282,38.35531,2998,58
324776,Akdağ,Sıradağlar,DAG_VE_TEPE,36.60611,30.11994,2997,07
304846,Mancık Vadisi,Vadi,YAYLA_VE_OVA,39.45,39.08333,2993,00
320665,Bozdağ,Dağ,DAG_VE_TEPE,39.30197,43.03903,2993,04
751155,Baldırkanlı Tepesi,Dağ,DAG_VE_TEPE,40.09594,41.50553,2990,25
298269,Uyluk Tepe,Dağ,DAG_VE_TEPE,36.54478,29.56712,2988,48
305663,Varekut Tepesi,Dağ,DAG_VE_TEPE,37.89205,44.21269,2988,65
746481,Güldağı Tepe,Zirve / Doruk,DAG_VE_TEPE,41.15,41.45,2987,08
317663,Damla Dağı,Dağ,DAG_VE_TEPE,37.66861,43.47639,2984,80
10631915,Bolkar Dağları,Sıradağlar,DAG_VE_TEPE,37.18913,34.22244,2984,32
747387,Artabil,Dağ Geçidi,DAG_VE_TEPE,40.38333,39.08333,2983,69
743125,Kısır Dağ,Dağ,DAG_VE_TEPE,40.95181,43.07826,2982,86
9806545,Geven Dağı,Dağ,DAG_VE_TEPE,37.51951,43.66673,2981,70
10206439,Gümüşkale Tepesi,Tepe,DAG_VE_TEPE,39.76099,42.21491,2980,25
750311,Bulanık Tepe,Tepe,DAG_VE_TEPE,40.49517,41.19627,2978,25
9806540,Bulgurlu Dağı,Dağ,DAG_VE_TEPE,37.8448,43.61061,2978,65
6970116,Mirceladin Dağı,Dağ,DAG_VE_TEPE,38.18585,42.70374,2977,65
301329,Şehitler Dağı,Dağ,DAG_VE_TEPE,37.41667,44.63333,2976,70
741724,Marsis Tepesi,Dağ,DAG_VE_TEPE,41.08889,41.41334,2976,08
748622,Sivri Tepesi,Zirve / Doruk,DAG_VE_TEPE,41.02958,41.47887,2976,08
318433,Çimen Dağı,Dağ,DAG_VE_TEPE,37.23685,44.73865,2972,70
305489,Kurtlukar Tepesi,Dağ,DAG_VE_TEPE,39.43556,38.8875,2969,24
9815340,İspiriz Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,38.1265,43.90884,2968,65
11192735,Yağlı Tepe,Tepe,DAG_VE_TEPE,39.37103,43.67173,2966,04
12422472,Sulhe Tepesi,Dağ,DAG_VE_TEPE,37.7459,44.50982,2966,70
12432102,Şivekör Dağı,Dağ,DAG_VE_TEPE,37.58367,43.65821,2965,70
306852,Koçgölübaşı Tepesi,Dağ,DAG_VE_TEPE,39.46667,39.3,2964,24
6610973,Hacının Tepesi,Dağ,DAG_VE_TEPE,38.19585,44.06659,2964,65
10248946,Meşebaşı Tepesi,Tepe,DAG_VE_TEPE,40.64851,40.68819,2964,53
317476,Dedegöl Dağları,Sıradağlar,DAG_VE_TEPE,37.65646,31.29218,2963,00
302544,Pivazok Tepesi,Tepe,DAG_VE_TEPE,39.35144,43.1563,2960,04
300146,Sülün Dağı,Dağ,DAG_VE_TEPE,38.1,43.96667,2957,65
747840,Dumlu Tepe,Dağ,DAG_VE_TEPE,40.19658,41.25427,2957,25
12433322,Kelyanuı Gölü,Göl,SU_KUTLESI,37.50053,44.07114,2956,70
751081,Baltaş Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.8,40.83333,2955,53
10972062,Karagölyatağı Tepesi,Tepe,DAG_VE_TEPE,38.00506,36.85608,2955,46
